1	0.282299
2	0.279708
3	0.279918
4	0.279628
5	0.280586
6	0.27801
7	0.276593
8	0.277337
9	0.275818
10	0.276116
11	0.279125
12	0.274925
13	0.276824
14	0.278156
15	0.274573
16	0.275324
17	0.27543
18	0.270965
19	0.272434
20	0.27262
21	0.270659
22	0.269901
23	0.270222
24	0.26942
25	0.267681
26	0.268132
27	0.266779
28	0.26703
29	0.268116
30	0.266214
31	0.26366
32	0.264203
33	0.264279
34	0.266601
35	0.267155
36	0.264926
37	0.26304
38	0.26064
39	0.262403
40	0.263486
41	0.2626
42	0.261037
43	0.260156
44	0.258447
45	0.259798
46	0.260074
47	0.261112
48	0.259928
49	0.259753
50	0.25841
51	0.258126
52	0.258696
53	0.258276
54	0.258087
55	0.257382
56	0.257125
57	0.258231
58	0.25701
59	0.257556
60	0.258771
61	0.25629
62	0.257844
63	0.257992
64	0.254185
65	0.255318
66	0.256409
67	0.254061
68	0.254994
69	0.254662
70	0.252011
71	0.254714
72	0.255318
73	0.254647
74	0.255248
75	0.25564
76	0.254332
77	0.256197
78	0.255476
79	0.254326
80	0.254064
81	0.253559
82	0.253573
83	0.250837
84	0.252099
85	0.250406
86	0.252571
87	0.252095
88	0.251862
89	0.249816
90	0.251896
91	0.250601
92	0.2513
93	0.251384
94	0.250835
95	0.2497
96	0.249317
97	0.251075
98	0.250512
99	0.250739
100	0.249447
101	0.248078
102	0.248554
103	0.250097
104	0.248679
105	0.248433
106	0.248059
107	0.247078
108	0.247633
109	0.247587
110	0.247713
111	0.247449
112	0.246923
113	0.245348
114	0.245982
115	0.246874
116	0.247608
117	0.247752
118	0.246873
119	0.245915
120	0.246656
121	0.246109
122	0.245684
123	0.245935
124	0.243559
125	0.244444
126	0.24351
127	0.242576
128	0.243378
129	0.245206
130	0.244508
131	0.245354
132	0.243553
133	0.243801
134	0.244642
135	0.245305
136	0.245654
137	0.24363
138	0.242706
139	0.243225
140	0.244286
141	0.244051
142	0.243646
143	0.241481
144	0.241005
145	0.242049
146	0.242747
147	0.242115
148	0.240594
149	0.240305
150	0.239415
151	0.240441
152	0.24057
153	0.240291
154	0.238943
155	0.239147
156	0.239158
157	0.240266
158	0.23996
159	0.241146
160	0.24084
161	0.239011
162	0.239604
163	0.23916
164	0.238308
165	0.238758
166	0.236461
167	0.235339
168	0.237444
169	0.236548
170	0.236906
171	0.237459
172	0.236117
173	0.23695
174	0.236841
175	0.236297
176	0.236756
177	0.235853
178	0.235269
179	0.235251
180	0.233991
181	0.233968
182	0.232814
183	0.233411
184	0.232938
185	0.232949
186	0.231605
187	0.231405
188	0.230486
189	0.232245
190	0.231764
191	0.232436
192	0.230648
193	0.230871
194	0.231027
195	0.231491
196	0.23145
197	0.231156
198	0.230027
199	0.231097
200	0.229875
201	0.227838
202	0.228441
203	0.229078
204	0.227552
205	0.229297
206	0.227741
207	0.227482
208	0.229203
209	0.229068
210	0.227393
211	0.22889
212	0.22801
213	0.228507
214	0.227913
215	0.227616
216	0.226501
217	0.22741
218	0.227286
219	0.227203
220	0.226865
221	0.22609
222	0.224851
223	0.225284
224	0.225082
225	0.225178
226	0.224796
227	0.223371
228	0.223737
229	0.223996
230	0.224275
231	0.223271
232	0.223413
233	0.223076
234	0.223296
235	0.222825
236	0.221253
237	0.22099
238	0.22172
239	0.22055
240	0.219257
241	0.220589
242	0.219025
243	0.219749
244	0.21954
245	0.220326
246	0.221165
247	0.222124
248	0.220194
249	0.220065
250	0.221282
251	0.221545
252	0.219885
253	0.218947
254	0.219184
255	0.220502
256	0.220192
257	0.218196
258	0.218504
259	0.218912
260	0.22028
261	0.219487
262	0.218103
263	0.218348
264	0.219174
265	0.217392
266	0.21812
267	0.216883
268	0.218138
269	0.2186
270	0.217646
