1	41823.47656
2	40253.4375
3	37824.78125
4	38174.36328
5	40750.20703
6	38131.42969
7	39002.3125
8	37427.37109
9	39959.05469
10	37343.06641
11	35340.93359
12	39462.28516
13	38266.35938
14	39247.63281
15	39462.28516
16	39075.91016
17	35598.51953
18	34145.00781
19	40363.83203
20	36822.04688
21	35984.89453
22	38625.13672
23	38045.57031
24	40277.96875
25	37411.51953
26	40685.8125
27	40106.24609
28	33821.1875
29	39075.91016
30	45515.51953
31	39848.66016
32	38266.35938
33	37942.53906
34	36345.51172
35	35315.17578
36	37249.39844
37	38446.25781
38	34392.55469
39	37015.23438
40	34095.94531
41	35555.58594
42	35057.58984
43	37162.42578
44	37667.78125
45	36345.51172
46	37702.125
47	35984.89453
48	36603.09766
49	36242.48047
50	33967.15234
51	34586.57812
52	38431.94922
53	36671.78906
54	35526.96875
55	37208.42188
56	40106.24609
57	41823.47656
58	37959.71094
59	39011.51172
60	40363.83203
61	39075.91016
62	41909.33594
63	38732.46484
64	43454.84375
65	39462.28516
66	41909.33594
67	43197.25781
68	41136.58203
69	44536.69531
70	50924.78906
71	51268.23438
72	45257.93359
73	52813.74219
74	52882.43359
75	44742.76562
76	53114.25781
77	55561.30859
78	56462.85547
79	50538.41406
80	63117.11719
81	54702.69531
82	56076.48047
83	56591.64844
84	64662.62891
85	65006.07031
86	62979.74219
87	61022.09766
88	58308.87891
89	64319.17969
90	64447.97266
91	68698.11719
92	67796.57031
93	69728.45312
94	65607.10156
95	67925.35938
96	65349.51562
97	67753.64062
98	66895.02344
99	71531.54688
100	70501.20312
101	67281.39844
102	75034.69531
103	71531.54688
104	75652.89062
105	67066.74219
106	71531.54688
107	77971.15625
108	75395.3125
109	75652.89062
110	73077.04688
111	68612.25
112	75008.92969
113	75008.92969
114	75996.34375
115	80804.57812
116	74364.96875
117	74364.96875
118	78375.92969
119	72690.67188
120	76168.0625
121	74107.39062
122	74622.55469
123	74686.95312
124	71273.96094
125	81319.75
126	81062.16406
127	77198.39844
128	77713.57031
129	75309.44531
130	72218.42969
131	72948.25781
132	73935.66406
133	76425.64844
134	68366.9375
135	75137.72656
136	72561.88281
137	71359.82031
138	73334.63281
139	73334.63281
140	78434.80469
141	75996.34375
142	72149.74219
143	75726.48438
144	76103.66406
145	77971.15625
146	71874.99219
147	70615.6875
148	70372.41406
149	72390.16406
150	69250.07812
151	66551.57812
152	69986.03906
153	69779.96875
154	71899.51562
155	74107.39062
156	70501.20312
157	66379.85156
158	71273.96094
159	72046.71094
160	65692.96875
161	67925.35938
162	64731.31641
163	67410.19531
164	65349.51562
165	63031.25781
166	63632.28516
167	63362.44141
168	65006.07031
169	62516.08984
170	61080.97656
171	69599.65625
172	64319.17969
173	59682.66016
174	63160.05078
175	60713.0
176	64061.59375
177	58137.15234
178	59854.38672
179	57750.77734
180	60609.96484
181	56900.75
182	57312.88672
183	56076.48047
184	50924.78906
185	56076.48047
186	57106.81641
187	59768.51953
188	51096.51562
189	59167.49219
190	57931.08594
191	56076.48047
192	50152.03906
193	50188.83594
194	46975.16406
195	51568.75391
196	51697.54297
197	52676.36719
198	51697.54297
199	49551.00781
200	49508.07812
201	49465.14453
202	46030.6875
203	47318.60938
204	54015.80469
205	48234.46484
206	45000.35156
207	41239.61719
208	47318.60938
209	42424.50391
210	45944.82812
211	41522.96094
212	45670.07031
213	45901.89453
214	41394.16797
215	43197.25781
216	42579.05859
217	45644.3125
218	43712.42969
219	42166.92188
220	40621.41406
221	35703.89453
222	39591.07812
223	37633.43359
224	40209.27734
225	36156.62109
226	38367.55078
227	38389.01562
228	35572.75781
229	36328.33984
230	34525.25
231	38045.57031
232	36156.62109
233	36242.48047
234	32121.12891
235	38904.18359
236	34512.98828
237	33254.5
238	36049.29297
239	35727.3125
240	34396.45703
241	33306.01953
242	32979.74219
243	33580.77734
244	32673.0957
245	32636.29883
246	33151.46875
247	33041.07422
248	32121.12891
249	31734.75391
250	33022.67578
251	32979.74219
252	30833.20703
253	31245.3418
254	30001.01172
255	31495.56641
256	31039.27539
257	31291.13477
258	32185.52539
259	33924.21875
260	30980.39844
261	31210.99805
262	30382.43555
263	29244.77148
264	30421.07227
265	30906.80273
266	31863.54492
267	30031.83398
268	29763.24219
269	27976.36133
270	30718.72656
271	31283.98047
272	29244.77148
273	30253.64258
274	30364.87109
275	30318.03906
276	28543.57031
277	28721.01562
278	29588.21484
279	27521.4082
280	30505.37305
281	28812.16016
282	28649.87305
283	28257.36328
284	27913.91797
285	28635.1543
286	28439.1875
287	29434.89258
288	28160.76953
289	27793.71094
290	27999.7793
291	28296.99219
292	27815.79102
293	27398.74805
294	29631.14844
295	28635.1543
296	28154.33008
297	28336.62109
298	27656.33203
299	27864.85352
300	28102.8125
301	28230.25
302	28075.54102
303	27348.24219
304	27913.91797
305	26989.25586
