tnew ca_PZAP ca_PSYK
90.02761 0.31596 0.14292
90.12365 0.31618 0.14293
90.21969 0.31640 0.14294
90.31573 0.31661 0.14295
90.41176 0.31683 0.14296
90.50780 0.31704 0.14297
90.60384 0.31726 0.14298
90.69988 0.31747 0.14299
90.79592 0.31769 0.14300
90.89196 0.31790 0.14301
90.98800 0.31812 0.14302
91.08403 0.31834 0.14303
91.18007 0.31855 0.14304
91.27611 0.31877 0.14305
91.37215 0.31898 0.14306
91.46819 0.31919 0.14307
91.56423 0.31941 0.14308
91.66026 0.31962 0.14309
91.75630 0.31983 0.14310
91.85234 0.32004 0.14311
91.94838 0.32025 0.14311
92.04442 0.32046 0.14312
92.14046 0.32068 0.14313
92.23649 0.32089 0.14314
92.33253 0.32110 0.14315
92.42857 0.32131 0.14316
92.52461 0.32152 0.14317
92.62065 0.32173 0.14318
92.71669 0.32194 0.14319
92.81273 0.32215 0.14320
92.90876 0.32236 0.14321
93.00480 0.32257 0.14322
93.10084 0.32277 0.14323
93.19688 0.32298 0.14324
93.29292 0.32319 0.14325
93.38896 0.32339 0.14326
93.48499 0.32359 0.14327
93.58103 0.32379 0.14328
93.67707 0.32400 0.14329
93.77311 0.32420 0.14330
93.86915 0.32440 0.14331
93.96519 0.32460 0.14332
94.06122 0.32480 0.14332
94.15726 0.32501 0.14333
94.25330 0.32521 0.14334
94.34934 0.32541 0.14335
94.44538 0.32562 0.14336
94.54142 0.32582 0.14337
94.63745 0.32602 0.14338
94.73349 0.32622 0.14339
94.82953 0.32642 0.14340
94.92557 0.32662 0.14341
95.02161 0.32681 0.14342
95.11765 0.32701 0.14343
95.21369 0.32721 0.14344
95.30972 0.32740 0.14345
95.40576 0.32758 0.14346
95.50180 0.32777 0.14347
95.59784 0.32795 0.14347
95.69388 0.32814 0.14348
95.78992 0.32833 0.14349
95.88595 0.32851 0.14350
95.98199 0.32870 0.14351
96.07803 0.32888 0.14352
96.17407 0.32905 0.14353
96.27011 0.32922 0.14354
96.36615 0.32939 0.14355
96.46218 0.32956 0.14356
96.55822 0.32973 0.14356
96.65426 0.32990 0.14357
96.75030 0.33006 0.14358
96.84634 0.33023 0.14359
96.94238 0.33040 0.14360
97.03842 0.33056 0.14361
97.13445 0.33073 0.14362
97.23049 0.33090 0.14363
97.32653 0.33106 0.14363
97.42257 0.33122 0.14364
97.51861 0.33139 0.14365
97.61465 0.33155 0.14366
97.71068 0.33172 0.14367
97.80672 0.33188 0.14368
97.90276 0.33204 0.14369
97.99880 0.33220 0.14370
98.09484 0.33236 0.14371
98.19088 0.33252 0.14371
98.28691 0.33268 0.14372
98.38295 0.33283 0.14373
98.47899 0.33298 0.14374
98.57503 0.33313 0.14375
98.67107 0.33328 0.14376
98.76711 0.33343 0.14377
98.86315 0.33358 0.14377
98.95918 0.33373 0.14378
99.05522 0.33389 0.14379
99.15126 0.33404 0.14380
99.24730 0.33419 0.14381
99.34334 0.33434 0.14382
99.43938 0.33449 0.14382
99.53541 0.33465 0.14383
99.63145 0.33480 0.14384
99.72749 0.33496 0.14385
99.82353 0.33511 0.14386
99.91957 0.33526 0.14387
100.01561 0.33541 0.14388
100.11164 0.33556 0.14389
100.20768 0.33571 0.14390
100.30372 0.33587 0.14390
100.39976 0.33602 0.14391
100.49580 0.33617 0.14392
100.59184 0.33632 0.14393
100.68788 0.33647 0.14394
100.78391 0.33662 0.14395
100.87995 0.33677 0.14396
100.97599 0.33692 0.14397
101.07203 0.33707 0.14398
101.16807 0.33722 0.14398
101.26411 0.33737 0.14399
101.36014 0.33752 0.14400
101.45618 0.33767 0.14401
101.55222 0.33782 0.14402
101.64826 0.33796 0.14403
101.74430 0.33811 0.14404
101.84034 0.33825 0.14405
101.93637 0.33840 0.14406
102.03241 0.33854 0.14406
102.12845 0.33867 0.14407
102.22449 0.33881 0.14408
102.32053 0.33895 0.14409
102.41657 0.33909 0.14410
102.51261 0.33922 0.14411
102.60864 0.33936 0.14412
102.70468 0.33949 0.14413
102.80072 0.33963 0.14413
102.89676 0.33976 0.14414
102.99280 0.33989 0.14415
103.08884 0.34002 0.14416
103.18487 0.34014 0.14417
103.28091 0.34027 0.14418
103.37695 0.34040 0.14419
103.47299 0.34053 0.14420
103.56903 0.34065 0.14421
103.66507 0.34077 0.14421
103.76110 0.34090 0.14422
103.85714 0.34102 0.14423
103.95318 0.34114 0.14424
104.04922 0.34126 0.14425
104.14526 0.34138 0.14426
104.24130 0.34150 0.14427
104.33733 0.34162 0.14428
104.43337 0.34174 0.14429
104.52941 0.34186 0.14429
104.62545 0.34198 0.14430
104.72149 0.34210 0.14431
104.81753 0.34222 0.14432
104.91357 0.34233 0.14433
105.00960 0.34245 0.14434
105.10564 0.34256 0.14435
105.20168 0.34267 0.14436
105.29772 0.34278 0.14436
105.39376 0.34289 0.14437
105.48980 0.34300 0.14438
105.58583 0.34311 0.14439
105.68187 0.34322 0.14440
105.77791 0.34333 0.14441
105.87395 0.34344 0.14441
105.96999 0.34354 0.14442
106.06603 0.34365 0.14443
106.16206 0.34376 0.14444
106.25810 0.34387 0.14445
106.35414 0.34398 0.14446
106.45018 0.34408 0.14446
106.54622 0.34418 0.14447
106.64226 0.34428 0.14448
106.73830 0.34439 0.14449
106.83433 0.34449 0.14450
106.93037 0.34459 0.14450
107.02641 0.34469 0.14451
107.12245 0.34479 0.14452
107.21849 0.34489 0.14453
107.31453 0.34499 0.14454
107.41056 0.34509 0.14455
107.50660 0.34519 0.14455
107.60264 0.34529 0.14456
107.69868 0.34538 0.14457
107.79472 0.34547 0.14458
107.89076 0.34557 0.14459
107.98679 0.34566 0.14460
108.08283 0.34575 0.14460
108.17887 0.34584 0.14461
108.27491 0.34593 0.14462
108.37095 0.34602 0.14463
108.46699 0.34611 0.14464
108.56303 0.34619 0.14465
108.65906 0.34628 0.14465
108.75510 0.34637 0.14466
108.85114 0.34646 0.14467
108.94718 0.34655 0.14468
109.04322 0.34664 0.14469
109.13926 0.34673 0.14470
109.23529 0.34682 0.14471
109.33133 0.34690 0.14471
109.42737 0.34699 0.14472
109.52341 0.34707 0.14473
109.61945 0.34716 0.14474
109.71549 0.34725 0.14475
109.81152 0.34733 0.14476
109.90756 0.34742 0.14477
110.00360 0.34750 0.14477
110.09964 0.34758 0.14478
110.19568 0.34767 0.14479
110.29172 0.34775 0.14480
110.38776 0.34782 0.14481
110.48379 0.34790 0.14482
110.57983 0.34797 0.14482
110.67587 0.34805 0.14483
110.77191 0.34812 0.14484
110.86795 0.34820 0.14485
110.96399 0.34828 0.14486
111.06002 0.34835 0.14487
111.15606 0.34843 0.14487
111.25210 0.34850 0.14488
111.34814 0.34858 0.14489
111.44418 0.34865 0.14490
111.54022 0.34873 0.14491
111.63625 0.34880 0.14491
111.73229 0.34888 0.14492
111.82833 0.34895 0.14493
111.92437 0.34902 0.14494
112.02041 0.34910 0.14495
112.11645 0.34917 0.14495
112.21248 0.34924 0.14496
112.30852 0.34931 0.14497
112.40456 0.34939 0.14498
112.50060 0.34946 0.14498
112.59664 0.34954 0.14499
112.69268 0.34961 0.14500
112.78872 0.34969 0.14501
112.88475 0.34976 0.14501
112.98079 0.34984 0.14502
113.07683 0.34991 0.14503
113.17287 0.34999 0.14504
113.26891 0.35006 0.14504
113.36495 0.35013 0.14505
113.46098 0.35020 0.14506
113.55702 0.35027 0.14507
113.65306 0.35034 0.14507
113.74910 0.35041 0.14508
113.84514 0.35048 0.14509
113.94118 0.35054 0.14510
114.03721 0.35061 0.14511
114.13325 0.35068 0.14511
114.22929 0.35074 0.14512
114.32533 0.35080 0.14513
114.42137 0.35086 0.14513
114.51741 0.35092 0.14514
114.61345 0.35098 0.14515
114.70948 0.35104 0.14516
114.80552 0.35110 0.14516
114.90156 0.35116 0.14517
114.99760 0.35122 0.14518
115.09364 0.35128 0.14518
115.18968 0.35134 0.14519
115.28571 0.35140 0.14520
115.38175 0.35146 0.14521
115.47779 0.35153 0.14521
115.57383 0.35159 0.14522
115.66987 0.35165 0.14523
115.76591 0.35171 0.14523
115.86194 0.35176 0.14524
115.95798 0.35182 0.14525
116.05402 0.35188 0.14525
116.15006 0.35194 0.14526
116.24610 0.35200 0.14527
116.34214 0.35206 0.14527
116.43818 0.35211 0.14528
116.53421 0.35217 0.14529
116.63025 0.35223 0.14530
116.72629 0.35229 0.14530
116.82233 0.35235 0.14531
116.91837 0.35240 0.14532
117.01441 0.35246 0.14532
117.11044 0.35252 0.14533
117.20648 0.35258 0.14534
117.30252 0.35264 0.14534
117.39856 0.35270 0.14535
117.49460 0.35276 0.14536
117.59064 0.35282 0.14536
117.68667 0.35287 0.14537
117.78271 0.35293 0.14538
117.87875 0.35299 0.14539
117.97479 0.35305 0.14539
118.07083 0.35311 0.14540
118.16687 0.35317 0.14541
118.26291 0.35323 0.14541
118.35894 0.35329 0.14542
118.45498 0.35335 0.14543
118.55102 0.35341 0.14543
118.64706 0.35347 0.14544
118.74310 0.35353 0.14545
118.83914 0.35359 0.14545
118.93517 0.35365 0.14546
119.03121 0.35371 0.14547
119.12725 0.35377 0.14547
119.22329 0.35383 0.14548
119.31933 0.35389 0.14549
119.41537 0.35395 0.14549
119.51140 0.35401 0.14550
119.60744 0.35406 0.14551
119.70348 0.35412 0.14551
119.79952 0.35417 0.14552
119.89556 0.35422 0.14553
119.99160 0.35428 0.14554
120.08764 0.35433 0.14554
120.18367 0.35439 0.14555
120.27971 0.35444 0.14556
120.37575 0.35449 0.14556
120.47179 0.35455 0.14557
120.56783 0.35460 0.14558
120.66387 0.35465 0.14558
120.75990 0.35470 0.14559
120.85594 0.35475 0.14560
120.95198 0.35479 0.14560
121.04802 0.35484 0.14561
121.14406 0.35488 0.14562
121.24010 0.35493 0.14562
121.33613 0.35498 0.14563
121.43217 0.35503 0.14564
121.52821 0.35507 0.14564
121.62425 0.35512 0.14565
121.72029 0.35517 0.14565
121.81633 0.35522 0.14566
121.91236 0.35527 0.14567
122.00840 0.35531 0.14567
122.10444 0.35536 0.14568
122.20048 0.35541 0.14568
122.29652 0.35545 0.14569
122.39256 0.35550 0.14570
122.48860 0.35554 0.14570
122.58463 0.35559 0.14571
122.68067 0.35564 0.14571
122.77671 0.35569 0.14572
122.87275 0.35573 0.14572
122.96879 0.35578 0.14573
123.06483 0.35582 0.14574
123.16086 0.35586 0.14574
123.25690 0.35591 0.14575
123.35294 0.35595 0.14575
123.44898 0.35599 0.14576
123.54502 0.35604 0.14576
123.64106 0.35608 0.14577
123.73709 0.35613 0.14577
123.83313 0.35617 0.14578
123.92917 0.35622 0.14578
124.02521 0.35626 0.14579
124.12125 0.35631 0.14579
124.21729 0.35635 0.14580
124.31333 0.35639 0.14580
124.40936 0.35644 0.14581
124.50540 0.35648 0.14581
124.60144 0.35652 0.14582
124.69748 0.35656 0.14583
124.79352 0.35660 0.14583
124.88956 0.35664 0.14584
124.98559 0.35668 0.14584
125.08163 0.35673 0.14585
125.17767 0.35677 0.14585
125.27371 0.35681 0.14586
125.36975 0.35684 0.14586
125.46579 0.35688 0.14587
125.56182 0.35692 0.14587
125.65786 0.35695 0.14588
125.75390 0.35699 0.14588
125.84994 0.35702 0.14589
125.94598 0.35706 0.14589
126.04202 0.35709 0.14590
126.13806 0.35713 0.14591
126.23409 0.35717 0.14591
126.33013 0.35720 0.14592
126.42617 0.35724 0.14592
126.52221 0.35727 0.14593
126.61825 0.35730 0.14593
126.71429 0.35733 0.14594
126.81032 0.35737 0.14594
126.90636 0.35740 0.14595
127.00240 0.35743 0.14595
127.09844 0.35746 0.14596
127.19448 0.35749 0.14597
127.29052 0.35753 0.14597
127.38655 0.35756 0.14598
127.48259 0.35759 0.14598
127.57863 0.35762 0.14599
127.67467 0.35764 0.14599
127.77071 0.35767 0.14600
127.86675 0.35770 0.14600
127.96279 0.35773 0.14601
128.05882 0.35776 0.14602
128.15486 0.35778 0.14602
128.25090 0.35781 0.14603
128.34694 0.35783 0.14603
128.44298 0.35786 0.14604
128.53902 0.35788 0.14604
128.63505 0.35791 0.14605
128.73109 0.35793 0.14605
128.82713 0.35796 0.14606
128.92317 0.35798 0.14606
129.01921 0.35800 0.14607
129.11525 0.35802 0.14607
129.21128 0.35804 0.14608
129.30732 0.35807 0.14608
129.40336 0.35809 0.14609
129.49940 0.35811 0.14610
129.59544 0.35813 0.14610
129.69148 0.35814 0.14611
129.78752 0.35816 0.14611
129.88355 0.35818 0.14612
129.97959 0.35820 0.14612
130.07563 0.35822 0.14613
130.17167 0.35823 0.14613
130.26771 0.35825 0.14614
130.36375 0.35826 0.14614
130.45978 0.35828 0.14615
130.55582 0.35830 0.14615
130.65186 0.35831 0.14616
130.74790 0.35833 0.14616
130.84394 0.35834 0.14617
130.93998 0.35835 0.14617
131.03601 0.35837 0.14618
131.13205 0.35838 0.14618
131.22809 0.35840 0.14618
131.32413 0.35842 0.14619
131.42017 0.35843 0.14619
131.51621 0.35845 0.14620
131.61224 0.35846 0.14620
131.70828 0.35847 0.14621
131.80432 0.35849 0.14621
131.90036 0.35850 0.14622
131.99640 0.35852 0.14622
132.09244 0.35853 0.14622
132.18848 0.35854 0.14623
132.28451 0.35855 0.14623
132.38055 0.35856 0.14624
132.47659 0.35857 0.14624
132.57263 0.35858 0.14625
132.66867 0.35859 0.14625
132.76471 0.35860 0.14625
132.86074 0.35861 0.14626
132.95678 0.35862 0.14626
133.05282 0.35863 0.14627
133.14886 0.35864 0.14627
133.24490 0.35865 0.14627
133.34094 0.35866 0.14628
133.43697 0.35867 0.14628
133.53301 0.35868 0.14629
133.62905 0.35868 0.14629
133.72509 0.35869 0.14629
133.82113 0.35869 0.14630
133.91717 0.35870 0.14630
134.01321 0.35871 0.14631
134.10924 0.35871 0.14631
134.20528 0.35872 0.14631
134.30132 0.35873 0.14632
134.39736 0.35873 0.14632
134.49340 0.35874 0.14633
134.58944 0.35875 0.14633
134.68547 0.35875 0.14633
134.78151 0.35876 0.14634
134.87755 0.35876 0.14634
134.97359 0.35877 0.14635
135.06963 0.35877 0.14635
135.16567 0.35878 0.14635
135.26170 0.35878 0.14636
135.35774 0.35879 0.14636
135.45378 0.35879 0.14636
135.54982 0.35880 0.14637
135.64586 0.35880 0.14637
135.74190 0.35880 0.14637
135.83794 0.35880 0.14638
135.93397 0.35880 0.14638
136.03001 0.35880 0.14638
136.12605 0.35880 0.14639
136.22209 0.35880 0.14639
136.31813 0.35880 0.14640
136.41417 0.35880 0.14640
136.51020 0.35880 0.14640
136.60624 0.35880 0.14641
136.70228 0.35880 0.14641
136.79832 0.35880 0.14641
136.89436 0.35881 0.14642
136.99040 0.35881 0.14642
137.08643 0.35881 0.14642
137.18247 0.35882 0.14643
137.27851 0.35882 0.14643
137.37455 0.35882 0.14643
137.47059 0.35882 0.14644
137.56663 0.35882 0.14644
137.66267 0.35882 0.14644
137.75870 0.35882 0.14645
137.85474 0.35883 0.14645
137.95078 0.35883 0.14645
138.04682 0.35883 0.14645
138.14286 0.35884 0.14646
138.23890 0.35884 0.14646
138.33493 0.35884 0.14646
138.43097 0.35884 0.14647
138.52701 0.35884 0.14647
138.62305 0.35885 0.14647
138.71909 0.35885 0.14647
138.81513 0.35885 0.14648
138.91116 0.35885 0.14648
139.00720 0.35885 0.14648
139.10324 0.35885 0.14649
139.19928 0.35885 0.14649
139.29532 0.35885 0.14649
139.39136 0.35885 0.14649
139.48739 0.35884 0.14650
139.58343 0.35884 0.14650
139.67947 0.35884 0.14650
139.77551 0.35883 0.14650
139.87155 0.35883 0.14651
139.96759 0.35882 0.14651
140.06363 0.35882 0.14651
140.15966 0.35882 0.14651
140.25570 0.35881 0.14652
140.35174 0.35881 0.14652
140.44778 0.35880 0.14652
140.54382 0.35880 0.14652
140.63986 0.35879 0.14653
140.73589 0.35879 0.14653
140.83193 0.35878 0.14653
140.92797 0.35877 0.14653
141.02401 0.35876 0.14654
141.12005 0.35876 0.14654
141.21609 0.35875 0.14654
141.31212 0.35874 0.14654
141.40816 0.35873 0.14655
141.50420 0.35873 0.14655
141.60024 0.35872 0.14655
141.69628 0.35871 0.14655
141.79232 0.35870 0.14656
141.88836 0.35869 0.14656
141.98439 0.35868 0.14656
142.08043 0.35867 0.14656
142.17647 0.35866 0.14656
142.27251 0.35865 0.14657
142.36855 0.35864 0.14657
142.46459 0.35863 0.14657
142.56062 0.35861 0.14657
142.65666 0.35860 0.14658
142.75270 0.35858 0.14658
142.84874 0.35857 0.14658
142.94478 0.35856 0.14658
143.04082 0.35855 0.14658
143.13685 0.35853 0.14659
143.23289 0.35852 0.14659
143.32893 0.35851 0.14659
143.42497 0.35849 0.14659
143.52101 0.35848 0.14660
143.61705 0.35846 0.14660
143.71309 0.35844 0.14660
143.80912 0.35843 0.14660
143.90516 0.35841 0.14660
144.00120 0.35839 0.14661
144.09724 0.35837 0.14661
144.19328 0.35835 0.14661
144.28932 0.35833 0.14661
144.38535 0.35831 0.14661
144.48139 0.35829 0.14662
144.57743 0.35827 0.14662
144.67347 0.35825 0.14662
144.76951 0.35823 0.14662
144.86555 0.35821 0.14662
144.96158 0.35818 0.14663
145.05762 0.35816 0.14663
145.15366 0.35814 0.14663
145.24970 0.35812 0.14663
145.34574 0.35810 0.14663
145.44178 0.35808 0.14664
145.53782 0.35806 0.14664
145.63385 0.35804 0.14664
145.72989 0.35802 0.14664
145.82593 0.35800 0.14664
145.92197 0.35798 0.14665
146.01801 0.35796 0.14665
146.11405 0.35794 0.14665
146.21008 0.35792 0.14665
146.30612 0.35790 0.14665
146.40216 0.35788 0.14665
146.49820 0.35786 0.14666
146.59424 0.35784 0.14666
146.69028 0.35782 0.14666
146.78631 0.35780 0.14666
146.88235 0.35778 0.14666
146.97839 0.35775 0.14667
147.07443 0.35773 0.14667
147.17047 0.35770 0.14667
147.26651 0.35768 0.14667
147.36255 0.35765 0.14667
147.45858 0.35763 0.14667
147.55462 0.35760 0.14668
147.65066 0.35757 0.14668
147.74670 0.35755 0.14668
147.84274 0.35752 0.14668
147.93878 0.35749 0.14668
148.03481 0.35746 0.14668
148.13085 0.35743 0.14669
148.22689 0.35740 0.14669
148.32293 0.35738 0.14669
148.41897 0.35735 0.14669
148.51501 0.35732 0.14669
148.61104 0.35729 0.14669
148.70708 0.35726 0.14670
148.80312 0.35724 0.14670
148.89916 0.35721 0.14670
148.99520 0.35718 0.14670
149.09124 0.35716 0.14670
149.18727 0.35713 0.14671
149.28331 0.35711 0.14671
149.37935 0.35709 0.14671
149.47539 0.35706 0.14671
149.57143 0.35704 0.14671
149.66747 0.35701 0.14671
149.76351 0.35698 0.14672
149.85954 0.35696 0.14672
149.95558 0.35693 0.14672
150.05162 0.35691 0.14672
150.14766 0.35688 0.14672
150.24370 0.35685 0.14672
150.33974 0.35683 0.14673
150.43577 0.35680 0.14673
150.53181 0.35677 0.14673
150.62785 0.35675 0.14673
150.72389 0.35672 0.14673
150.81993 0.35670 0.14673
150.91597 0.35667 0.14674
151.01200 0.35664 0.14674
151.10804 0.35662 0.14674
151.20408 0.35659 0.14674
151.30012 0.35656 0.14674
151.39616 0.35654 0.14674
151.49220 0.35651 0.14675
151.58824 0.35648 0.14675
151.68427 0.35645 0.14675
151.78031 0.35643 0.14675
151.87635 0.35640 0.14675
151.97239 0.35638 0.14675
152.06843 0.35636 0.14675
152.16447 0.35633 0.14676
152.26050 0.35630 0.14676
152.35654 0.35627 0.14676
152.45258 0.35625 0.14676
152.54862 0.35622 0.14676
152.64466 0.35620 0.14676
152.74070 0.35617 0.14677
152.83673 0.35614 0.14677
152.93277 0.35612 0.14677
153.02881 0.35609 0.14677
153.12485 0.35607 0.14677
153.22089 0.35604 0.14677
153.31693 0.35601 0.14677
153.41297 0.35599 0.14678
153.50900 0.35596 0.14678
153.60504 0.35593 0.14678
153.70108 0.35591 0.14678
153.79712 0.35588 0.14678
153.89316 0.35585 0.14678
153.98920 0.35582 0.14678
154.08523 0.35579 0.14678
154.18127 0.35577 0.14679
154.27731 0.35573 0.14679
154.37335 0.35570 0.14679
154.46939 0.35567 0.14679
154.56543 0.35564 0.14679
154.66146 0.35561 0.14679
154.75750 0.35558 0.14679
154.85354 0.35555 0.14679
154.94958 0.35552 0.14679
155.04562 0.35550 0.14680
155.14166 0.35547 0.14680
155.23770 0.35544 0.14680
155.33373 0.35541 0.14680
155.42977 0.35538 0.14680
155.52581 0.35535 0.14680
155.62185 0.35532 0.14680
155.71789 0.35529 0.14680
155.81393 0.35526 0.14680
155.90996 0.35523 0.14680
156.00600 0.35520 0.14680
156.10204 0.35517 0.14680
156.19808 0.35514 0.14681
156.29412 0.35511 0.14681
156.39016 0.35508 0.14681
156.48619 0.35505 0.14681
156.58223 0.35502 0.14681
156.67827 0.35499 0.14681
156.77431 0.35495 0.14681
156.87035 0.35492 0.14681
156.96639 0.35489 0.14681
157.06242 0.35486 0.14681
157.15846 0.35482 0.14681
157.25450 0.35479 0.14681
157.35054 0.35476 0.14681
157.44658 0.35472 0.14681
157.54262 0.35469 0.14681
157.63866 0.35465 0.14681
157.73469 0.35462 0.14682
157.83073 0.35459 0.14682
157.92677 0.35456 0.14682
158.02281 0.35453 0.14682
158.11885 0.35450 0.14682
158.21489 0.35447 0.14682
158.31092 0.35444 0.14682
158.40696 0.35441 0.14682
158.50300 0.35438 0.14682
158.59904 0.35435 0.14682
158.69508 0.35432 0.14682
158.79112 0.35429 0.14682
158.88715 0.35426 0.14682
158.98319 0.35423 0.14682
159.07923 0.35420 0.14682
159.17527 0.35416 0.14682
159.27131 0.35413 0.14682
159.36735 0.35410 0.14682
159.46339 0.35406 0.14682
159.55942 0.35402 0.14682
159.65546 0.35398 0.14682
159.75150 0.35394 0.14682
159.84754 0.35390 0.14683
159.94358 0.35385 0.14683
160.03962 0.35381 0.14683
160.13565 0.35377 0.14683
160.23169 0.35373 0.14683
160.32773 0.35369 0.14683
160.42377 0.35364 0.14683
160.51981 0.35360 0.14683
160.61585 0.35356 0.14683
160.71188 0.35352 0.14683
160.80792 0.35348 0.14683
160.90396 0.35343 0.14683
161.00000 0.35339 0.14683
161.09604 0.35335 0.14683
161.19208 0.35330 0.14683
161.28812 0.35326 0.14683
161.38415 0.35322 0.14683
161.48019 0.35318 0.14683
161.57623 0.35313 0.14683
161.67227 0.35309 0.14683
161.76831 0.35305 0.14683
161.86435 0.35300 0.14683
161.96038 0.35296 0.14683
162.05642 0.35291 0.14683
162.15246 0.35287 0.14683
162.24850 0.35282 0.14683
162.34454 0.35278 0.14683
162.44058 0.35273 0.14683
162.53661 0.35268 0.14683
162.63265 0.35264 0.14683
162.72869 0.35259 0.14683
162.82473 0.35254 0.14683
162.92077 0.35250 0.14683
163.01681 0.35245 0.14683
163.11285 0.35240 0.14683
163.20888 0.35235 0.14683
163.30492 0.35230 0.14683
163.40096 0.35225 0.14683
163.49700 0.35219 0.14683
163.59304 0.35214 0.14683
163.68908 0.35209 0.14683
163.78511 0.35204 0.14683
163.88115 0.35199 0.14683
163.97719 0.35194 0.14683
164.07323 0.35189 0.14683
164.16927 0.35184 0.14683
164.26531 0.35180 0.14683
164.36134 0.35175 0.14683
164.45738 0.35170 0.14683
164.55342 0.35164 0.14683
164.64946 0.35159 0.14683
164.74550 0.35154 0.14683
164.84154 0.35149 0.14683
164.93758 0.35143 0.14683
165.03361 0.35138 0.14683
165.12965 0.35133 0.14683
165.22569 0.35128 0.14683
165.32173 0.35123 0.14683
165.41777 0.35118 0.14683
165.51381 0.35112 0.14683
165.60984 0.35107 0.14683
165.70588 0.35101 0.14683
165.80192 0.35096 0.14683
165.89796 0.35091 0.14683
165.99400 0.35086 0.14683
166.09004 0.35081 0.14682
166.18607 0.35076 0.14682
166.28211 0.35071 0.14682
166.37815 0.35066 0.14682
166.47419 0.35060 0.14682
166.57023 0.35055 0.14682
166.66627 0.35050 0.14682
166.76230 0.35045 0.14682
166.85834 0.35040 0.14682
166.95438 0.35035 0.14682
167.05042 0.35030 0.14682
167.14646 0.35024 0.14682
167.24250 0.35019 0.14682
167.33854 0.35014 0.14682
167.43457 0.35009 0.14682
167.53061 0.35004 0.14682
167.62665 0.34998 0.14682
167.72269 0.34993 0.14682
167.81873 0.34988 0.14682
167.91477 0.34983 0.14682
168.01080 0.34978 0.14682
168.10684 0.34972 0.14682
168.20288 0.34967 0.14682
168.29892 0.34962 0.14682
168.39496 0.34957 0.14682
168.49100 0.34951 0.14682
168.58703 0.34946 0.14682
168.68307 0.34941 0.14682
168.77911 0.34936 0.14682
168.87515 0.34931 0.14682
168.97119 0.34926 0.14682
169.06723 0.34921 0.14682
169.16327 0.34916 0.14682
169.25930 0.34911 0.14682
169.35534 0.34906 0.14682
169.45138 0.34901 0.14682
169.54742 0.34896 0.14682
169.64346 0.34891 0.14682
169.73950 0.34886 0.14682
169.83553 0.34882 0.14682
169.93157 0.34877 0.14682
170.02761 0.34873 0.14682
170.12365 0.34868 0.14682
170.21969 0.34863 0.14682
170.31573 0.34858 0.14682
170.41176 0.34853 0.14682
170.50780 0.34849 0.14682
170.60384 0.34844 0.14682
170.69988 0.34839 0.14682
170.79592 0.34834 0.14682
170.89196 0.34829 0.14682
170.98800 0.34824 0.14682
171.08403 0.34819 0.14682
171.18007 0.34814 0.14682
171.27611 0.34809 0.14682
171.37215 0.34804 0.14682
171.46819 0.34798 0.14682
171.56423 0.34793 0.14682
171.66026 0.34788 0.14682
171.75630 0.34782 0.14682
171.85234 0.34777 0.14682
171.94838 0.34772 0.14682
172.04442 0.34766 0.14682
172.14046 0.34761 0.14682
172.23649 0.34755 0.14682
172.33253 0.34749 0.14682
172.42857 0.34743 0.14682
172.52461 0.34737 0.14682
172.62065 0.34731 0.14682
172.71669 0.34725 0.14682
172.81273 0.34719 0.14682
172.90876 0.34713 0.14682
173.00480 0.34707 0.14682
173.10084 0.34701 0.14681
173.19688 0.34695 0.14681
173.29292 0.34689 0.14681
173.38896 0.34683 0.14681
173.48499 0.34677 0.14681
173.58103 0.34671 0.14681
173.67707 0.34666 0.14681
173.77311 0.34660 0.14681
173.86915 0.34655 0.14681
173.96519 0.34649 0.14681
174.06122 0.34643 0.14681
174.15726 0.34638 0.14681
174.25330 0.34632 0.14681
174.34934 0.34626 0.14681
174.44538 0.34621 0.14681
174.54142 0.34615 0.14681
174.63745 0.34609 0.14681
174.73349 0.34604 0.14681
174.82953 0.34598 0.14681
174.92557 0.34592 0.14681
175.02161 0.34586 0.14681
175.11765 0.34581 0.14681
175.21369 0.34574 0.14681
175.30972 0.34568 0.14681
175.40576 0.34562 0.14681
175.50180 0.34556 0.14681
175.59784 0.34550 0.14681
175.69388 0.34543 0.14681
175.78992 0.34537 0.14681
175.88595 0.34531 0.14681
175.98199 0.34525 0.14681
176.07803 0.34518 0.14681
176.17407 0.34512 0.14681
176.27011 0.34506 0.14681
176.36615 0.34500 0.14681
176.46218 0.34493 0.14681
176.55822 0.34487 0.14681
176.65426 0.34480 0.14680
176.75030 0.34473 0.14680
176.84634 0.34467 0.14680
176.94238 0.34460 0.14680
177.03842 0.34454 0.14680
177.13445 0.34447 0.14680
177.23049 0.34441 0.14680
177.32653 0.34434 0.14680
177.42257 0.34428 0.14680
177.51861 0.34421 0.14680
177.61465 0.34415 0.14680
177.71068 0.34408 0.14680
177.80672 0.34401 0.14679
177.90276 0.34395 0.14679
177.99880 0.34388 0.14679
178.09484 0.34381 0.14679
178.19088 0.34374 0.14679
178.28691 0.34367 0.14679
178.38295 0.34360 0.14679
178.47899 0.34353 0.14679
178.57503 0.34347 0.14679
178.67107 0.34340 0.14678
178.76711 0.34333 0.14678
178.86315 0.34327 0.14678
178.95918 0.34320 0.14678
179.05522 0.34314 0.14678
179.15126 0.34307 0.14678
179.24730 0.34301 0.14678
179.34334 0.34294 0.14678
179.43938 0.34288 0.14677
