0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2000.000000	2000.000000	1500.000000
0.241000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	1.000000	1.333333	2.666667	2.666667	1.333333	0.000000	44.333333	2000.000000	2000.000000	1500.000000
0.482000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	3.666667	8.666667	9.666667	11.333333	8.666667	0.333333	89.333333	2000.000000	2000.000000	1500.000000
0.723000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	12.333333	25.333333	14.000000	18.666667	25.333333	0.666667	132.333333	2000.000000	2000.000000	1500.000000
0.964000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.333333	25.666667	50.666667	23.000000	29.333333	50.666667	0.000000	181.666667	2000.000000	2000.000000	1500.000000
1.205000	0.333333	0.000000	0.333333	0.000000	0.000000	0.000000	45.333333	41.666667	91.000000	34.000000	43.000000	91.000000	1.000000	218.333333	2000.000000	2000.000000	1500.000000
1.446000	1.666667	0.000000	1.666667	1.000000	0.000000	1.000000	66.000000	63.000000	131.000000	39.666667	53.000000	131.000000	0.666667	255.666667	2000.000000	2000.000000	1500.000000
1.687000	1.666667	0.000000	1.666667	1.333333	0.333333	1.000000	99.666667	89.666667	187.666667	26.666667	44.333333	187.666667	1.000000	287.000000	2000.000000	2000.000000	1500.000000
1.928000	2.333333	0.000000	2.333333	2.333333	0.333333	2.000000	124.000000	109.000000	229.333333	43.666667	64.666667	229.333333	0.666667	323.000000	2000.000000	2000.000000	1500.000000
2.169000	2.666667	0.000000	2.666667	3.666667	0.666667	3.000000	154.333333	132.666667	285.666667	31.666667	56.333333	285.666667	1.000000	353.666667	1999.666667	1999.666667	1500.000000
2.410000	3.666667	0.000000	3.666667	5.666667	0.666667	5.000000	183.333333	156.666667	339.333333	55.000000	80.666667	339.333333	0.666667	387.000000	1998.666667	1998.666667	1500.000000
2.651000	4.666667	0.000000	4.666667	6.333333	1.000000	5.333333	213.333333	197.000000	406.666667	48.333333	77.333333	406.666667	0.666667	409.333333	1997.333333	1997.333333	1500.000000
2.892000	6.000000	0.000000	6.000000	7.000000	1.333333	5.666667	245.000000	226.333333	466.666667	44.000000	77.333333	466.666667	1.666667	438.000000	1996.000000	1996.000000	1500.000000
3.133000	8.000000	0.000000	8.000000	8.333333	1.666667	6.666667	282.333333	250.333333	526.666667	53.000000	89.333333	526.666667	1.333333	463.333333	1995.333333	1995.333333	1500.000000
3.374000	8.333333	0.333333	8.000000	9.000000	1.666667	7.333333	323.666667	274.666667	589.000000	53.000000	91.000000	589.000000	1.666667	494.333333	1993.333333	1993.333333	1500.000000
3.615000	10.000000	1.000000	9.000000	11.000000	2.000000	9.000000	357.000000	300.333333	649.333333	43.000000	82.666667	649.333333	2.000000	507.333333	1991.333333	1991.333333	1500.000000
3.856000	11.666667	1.333333	10.333333	12.666667	2.666667	10.000000	381.666667	322.666667	686.333333	54.333333	97.666667	686.333333	1.000000	525.666667	1988.333333	1988.333333	1500.000000
4.097000	12.666667	1.666667	11.000000	13.666667	3.000000	10.666667	416.333333	348.000000	749.000000	66.333333	115.000000	749.000000	1.000000	545.333333	1985.333333	1985.333333	1500.000000
4.338000	16.000000	1.666667	14.333333	15.000000	3.666667	11.333333	459.000000	372.333333	813.666667	59.666667	110.333333	813.666667	3.000000	561.333333	1982.333333	1982.333333	1500.000000
